image,mode,class,alias,prompt_text,threshold_box,threshold_text,n_detections,max_score,first_box_x1y1x2y2,hit
frame_0063.png,production,rectangular table,ALL_GROUP,rectangular table. outdoor table. picnic table. folding table.,0.24,0.24,3,0.3264,"[1973.769775390625, 600.6793823242188, 2877.83203125, 1455.6053466796875]",1
frame_0063.png,production,cardboard box,ALL_GROUP,cardboard box. brown cardboard box. shipping box.,0.26,0.26,0,0.0,,0
frame_0063.png,production,chair,ALL_GROUP,chair. folding chair. outdoor chair. plastic chair.,0.3,0.3,2,0.3494,"[749.9649658203125, 743.8837890625, 1108.1724853515625, 1234.9666748046875]",1
frame_0063.png,production,traffic cone,ALL_GROUP,traffic cone. road cone. safety cone. orange cone.,0.22,0.22,1,0.2373,"[1815.1573486328125, 945.8514404296875, 1909.186279296875, 1042.2806396484375]",1
frame_0063.png,production,prohibition sign,ALL_GROUP,red sign on ground. red circular sign. prohibition sign. red prohibition sign.,0.2,0.2,5,0.4274,"[1738.86474609375, 7.789460182189941, 2460.631103515625, 940.2607421875]",1
frame_0063.png,extras,cardboard_box,cardboard box,cardboard box.,0.2,0.2,0,0.0,,0
frame_0063.png,extras,cardboard_box,brown cardboard box,brown cardboard box.,0.2,0.2,3,0.3921,"[740.840576171875, 741.1054077148438, 1112.3282470703125, 1238.611328125]",1
frame_0063.png,extras,cardboard_box,shipping box,shipping box.,0.2,0.2,4,0.4363,"[3.0266690254211426, 485.8486633300781, 594.2183227539062, 1037.87890625]",1
frame_0063.png,extras,cardboard_box,small box,small box.,0.2,0.2,1,0.437,"[742.4790649414062, 741.061279296875, 1111.5511474609375, 1237.2679443359375]",1
frame_0063.png,extras,cardboard_box,package box,package box.,0.2,0.2,0,0.0,,0
frame_0063.png,extras,cardboard_box,stacked box,stacked box.,0.2,0.2,2,0.2979,"[1741.347900390625, 2.524110794067383, 2464.048095703125, 970.7101440429688]",1
frame_0063.png,extras,cardboard_box,outdoor cardboard box,outdoor cardboard box.,0.2,0.2,3,0.4133,"[1738.4136962890625, 4.338687896728516, 2464.038330078125, 968.6425170898438]",1
frame_0063.png,extras,chair,chair,chair.,0.2,0.2,5,0.4086,"[751.5371704101562, 744.1948852539062, 1104.03369140625, 1233.8453369140625]",1
frame_0063.png,extras,chair,armless chair,armless chair.,0.2,0.2,1,0.7385,"[746.7467041015625, 741.0916137695312, 1109.9462890625, 1236.729736328125]",1
frame_0063.png,extras,chair,outdoor chair,outdoor chair.,0.2,0.2,1,0.663,"[747.1421508789062, 741.17724609375, 1108.9478759765625, 1236.009765625]",1
frame_0063.png,extras,chair,plastic chair,plastic chair.,0.2,0.2,3,0.5549,"[746.5047607421875, 741.5467529296875, 1109.166015625, 1234.3851318359375]",1
frame_0063.png,extras,chair,folding chair,folding chair.,0.2,0.2,1,0.6421,"[751.4823608398438, 743.6802368164062, 1107.4527587890625, 1235.484619140625]",1
frame_0063.png,extras,chair,metal chair,metal chair.,0.2,0.2,2,0.6727,"[741.4087524414062, 737.74462890625, 1112.574951171875, 1236.4708251953125]",1
frame_0063.png,extras,electric_utility_vehicle,electric utility vehicle,electric utility vehicle.,0.2,0.2,3,0.7183,"[746.0056762695312, 742.1771240234375, 1109.2655029296875, 1238.7684326171875]",1
frame_0063.png,extras,electric_utility_vehicle,small electric cart,small electric cart.,0.2,0.2,1,0.9349,"[737.6416625976562, 738.4447631835938, 1117.9193115234375, 1241.1260986328125]",1
frame_0063.png,extras,electric_utility_vehicle,utility vehicle,utility vehicle.,0.2,0.2,3,0.7728,"[745.9805297851562, 742.3880615234375, 1108.4146728515625, 1238.5875244140625]",1
